Navn; calories; proteins; carbs; fat; type;
Torsk, lever, røget;624;5.1;1;66.6;fisk
Torsk, lever, rå;624;5.1;1;66.6;fisk
Fersken, rå;49;0.7;7.8;0.4;fg
Nektarin, rå;42;0.8;7.8;0;fg
Gedde, rå;90;19;0;1.2;fisk
Dressing, olie-eddike, kalorielet;47;0.3;8.9;1.1;krydderi
Melboller, uspec.;184;5.4;12.8;11.6;bm
Squash, alle typer, rå;17;1.7;1.4;0.2;fg
Hvedebrød, groft, kærnebrød;231;7.6;40.3;2.6;bm
Avocado, rå;172;1.9;0.5;13.1;fg
Hvedeklid;291;16;24.8;5.3;korn
Læskedrik, koncentreret (1+5), tilsat sukker, uspec.;252;0;63;0;drikke
Rødbede, konserves;60;1;11.9;0.3;fg
Brune linser, tørrede, rå;336;25.1;48.9;2;fg
Tomat, importeret, rå;33;1.1;3.2;0.4;fg
Hummer, kogt;90;18.7;0.3;1.5;fisk
Hummer, konserves;90;18.7;0.3;1.5;fisk
Salat, hovedsalat, rå;14;1.3;2.1;0.4;fg
Margarine, 70 %, bordbrug, blød, vegetabilsk fedt;681;0.8;0;70.6;bm
Rødkål, konserves;75;1;16.3;0.2;fg
Litchi, lichiblomme, kinesisk blomme, rå;71;0.8;15.2;0.4;fg
Pizza, dybfrost, uspec.;190;8.9;23.8;6.1;snack
Granatæble, rå;74;0.9;16.6;0.3;fg
Guavabær, rå;42;0.9;6.3;0.5;bær
Havkat, plettet, rå;107;16;0;4.8;fisk
Musling, konserves;103;17;0;3;fisk
Ananaskirsebær, rå;51;1.9;7.2;0.7;bær
Rygeost, 10 % fedt;130;8.5;2.8;9.1;bm
Brasen, rå;108;16.7;0;4;fisk
Hjerte, okse, råt;103;17.7;0.7;3.1;kød
Hjerte, gris, råt;103;16.1;0.4;4.3;kød
Rugbrød med fedtrige frø og kerner, industrifremstillet;214;6.1;33.3;4.3;bm
Valnød, tørret;707;16.6;2.8;64.6;nød
Asparges, konserves;16;1.6;1.2;0.1;fg
Hvidløg, tørret, pulver;345;16.8;62.7;0.8;krydderi
Pizza med broccoli, dybfrost;194;8.7;23.6;6.7;snack
Salat, Radicchio rosso, rå;24;1.4;3.6;0.3;fg
Æg, høne, tørret;564;50.7;4.2;38.3;fjerkræ
Hummer, rå;93;19.6;0.8;1.3;fisk
Jomfruhummer, rå;93;19.6;0.8;1.3;fisk
Knækbrød, hvede-, grahamstype;371;14.3;59.8;6.2;bm
Karry, pulver;342;12.7;25.2;13.8;krydderi
Rødfisk, lille, filet, rå;90;19.1;0;1.5;fisk
Kartoffel, chips, fedtreducerede;488;5;44.9;23;snack
Tungepølse, pålæg;148;9.8;4.8;10;kød
Sej, filet, dybfrost;91;20.5;0;0.9;fisk
Fløde 18 %;190;2.6;3.9;18;bm
Voksbønner, konserves;26;1.4;3.7;0.3;fg
Hvedebrød, groft, fiberbrød;216;10.7;36.4;1.9;bm
Skinke, kogt, konserves;111;15.7;0;5.4;kød
Surbrød;249;7.6;46.4;2.8;bm
Æg, høne, langæg, kogt, dybfrost;129;12;2.2;8;fjerkræ
Brombær, syltede;197;0.3;48.1;0.2;bær
Mangomarmelade;216;0.2;53.1;0.1;snack
Creme fraiche 18 %;192;2.8;2.8;18.6;bm
Grahamsbrød;249;8.9;45.5;2.6;bm
Lever, gåse, rå;129;16.4;6.3;4.3;fjerkræ
Salt kød, pålæg;100;19.2;0;2.6;kød
Chokolade, fløde;545;7.1;62.4;31.7;bm
Sigtebrød;249;8.3;45.8;2.8;bm
Hvedebrød, italiensk, store, industrifremstillet;258;9;48.4;2.5;bm
Miso, sojapasta;167;10.5;18.1;4.6;korn
Grønne bønner, konserves;25;1.5;2.8;0.3;fg
Linser, tørrede, rå;347;26.2;53.2;2.5;fg
Kråse, kylling, rå;113;18.2;0.5;4.2;fjerkræ
Knudekål, glaskål, rå;25;1.7;2.6;0.1;fg
Brøndkarse, rå;18;1.7;0.7;0.2;fg
Dressing, creme fraiche, kalorielet;213;1.3;9.3;18.9;krydderi
Æg, høne, blomme, tørret;656;34.5;2.5;56.5;fjerkræ
Flûte, fint, industrifremstillet;256;9;50.8;1.2;bm
Kartoffel, konserves;56;1.4;10.9;0.2;fg
Paranød, tørret, rå;689;17.3;2.9;65;nød
Skinke, kogt, skiveskåret;109;17.9;0.3;4;kød
Bækforel, rå;98;18.5;0;2.7;fisk
Kødboller, dybfrost;163;10.5;9;9.4;kød
Æg, høne, pasteuriseret;131;11.4;2;8.6;fjerkræ
Kalvekød, helt magert, råt;92;18.1;0;2.2;kød
Helleflynder, røget;103;20.6;0;1;fisk
Hvedebrød, toastbrød, fint, industrifremstillet;255;8.7;47;2.8;bm
Brombær, dybfrost, usukrede;66;1.2;13;0.4;bær
Kokosmel;685;7.6;5.3;61.3:korn
Lammebrissel, rå;131;15.3;0;7.8;kød
Høne, kød, rå;110;20.3;0;2.7;fjerkræ
Ribsgele;238;0.2;59;0.1;krydderi
Helleflynder, rå;103;20.6;0;1;fisk
Lever, kylling, rå;116;19.1;5;4.2;fjerkræ
Ørred, hav-, rå;132;17.9;0;6.7;fisk
Batat, sød kartoffel, rå;72;1.3;14.5;0.3;fg
Bladbede, sølvbede, rå;21;1.8;2.1;0.2;fg
Løg, rå;43;1.2;5.4;0.1;fg
Jordbær, syltede;202;0.3;49;0.3;bær
Kaffe, instant, pulver;302;19.5;11;1.7;drikke
Parmesan, revet;428;37.7;0.1;28.6;bm
Hvedebrød, bolle, grov, industrifremstillet;246;9;43.5;2.7;bm
Kiwi, rå;62;1;11.7;0.8;fg
Skinke, inderlår, helt afpudset, rå;106;21.4;0;2.2;kød
Kirsebær, syltede;144;1;34.4;0.1;bær
Torsk, filet, stegt;120;18.7;0;5;fisk
And, kød, rå;126;18.3;0;5.1;fjerkræ
Kalkun, bryst (filet), kogt/røget, pålæg;107;21;1.7;1.8;fjerkræ
Pizza med tunfisk, dybfrost;203;11;25.9;5.7;snack
Flødeskumskage, kartoffelkage;374;5.2;55;14.6;snack
Kalkun, kød, rå;105;21.3;0;2.2;fjerkræ
Skinkemignon (lårtunge), helt afpudset, rå;117;19.3;0;4.4;kød
Loganbær, frosne;50;1.5;7.7;0.3;bær
Rugbrød, med sigtet mel (soft) og fedtrige frø, industrifremstillet;228;6.9;34.6;5.2;bm
Stenbider, rå;168;9.8;0;14.2;fisk
And, brystkød, rå;116;19.4;0;4.3;fjerkræ
Grisefilet, helt afpudset, rå;106;22.3;0;1.9;kød
Forårsløg, rå;33;1.8;4.7;0.2;snack
Kikærter, tørrede, rå;366;20.4;45.9;6.9;fg
Lever, okse, rå;122;20.3;5;3;kød
Grisefilet, røget, pålæg;112;19.4;0.2;3.8;kød
Tørkage, napoleonshatte;474;7;55.8;24.1;snack
Hvedebrød, toastbrød, groft, industrifremstillet;256;9.2;45.5;3.2;bm
Skinke, yderlår, helt afpudset, råt;115;20.2;0;3.9;kød
Lever, ande, rå;131;18.7;3.5;4.6;fjerkræ
Marcipanprodukt, m/chokolade, uspec.;483;4.9;57;25.7;snack
Hamburgerryg, røget;47;iv;0;4.9;kød
Hamburgerryg, kogt;121;18.4;0;4.9;kød
Tun i tomat, konserves;113;17.2;4.6;2.9;fisk
Savoykål, rå;27;2;3;0.1;fg
Asparges, uspec., rå;23;1.9;1.2;0.3;fg
Kylling, bryst (filet), kogt, pålæg;113;20.6;0.4;3.2;fjerkræ
Røde linser, tørrede, rå;357;27.3;52.4;2.9;fg
Citronskal, rå;52;1.5;5.4;0.3;krydderi
Pistacienød, tørristet med salt;589;25.2;13.5;46;nød
Kirsebærsaft, sød, koncentreret;171;0.5;41;0.5;drikke
Ribssaft, sød, koncentreret;171;0.5;41;0.5;drikke
Hindbærsaft, sød, koncentreret;171;0.5;41;0.5;drikke
Jordbærsaft, sød, koncentreret;171;0.5;41;0.5;drikke
Grønne bønner, rå;30;1.9;5.9;0.2;fg
Dild, tørret;319;20;43.9;4.4;krydderi
Pølsebrød;252;9.5;43.1;3.8;bm
Selleri, blade, rå;34;1.8;4.1;0.3;krydderi
Tyttebær, rå;54;0.8;7.1;0.5;bær
Oksekød, inderlår uden kappe, rå;112;22.3;0;2.5;kød
Grisemørbrad, afpudset, rå;115;21.2;0;3.3;kød
Knækbrød, hvede-, fint;399;12.4;62.6;8.4;bm
Hare, rå;111;21.6;0;1.9;kød
Ørred, regnbue-, rå;145;18.7;0;7.8;fisk
Koriander, frø;346;12.4;13.1;17.8;krydderi
Hjerte, høne (kylling), råt;149;15.6;0.7;9.3;fjerkræ
Grisekød, uspec., magert, råt;114;21.8;0;3;kød
Torsk, rogn, rå;120;23.2;1.5;2.6;fisk
Lever, gris, rå;122;21.1;3;3.4;kød
Blomkål, dybfrost;27;2;3.7;0.3;fg
Krabbekløer, rå;112;22.9;0;1.8;fisk
Krabbekløer, konserves;112;22.9;1.1;1.8;fisk
Kalkun, kød og skind, rå;126;20.2;0;5;fjerkræ
Grovfranskbrød;259;9.1;42.8;3.3;bm
Marcipan;478;13.3;42;26.5;snack
Hvedebrød, kastanjebrød;258;8.7;44.3;4.1;bm
Hyldebærsaft, sød, koncentreret;219;0.5;53.2;0.5;drikke
Marmelade, engelsk type;277;0.1;66.2;0;snack
Kylling, kød, rå;128;19.3;0;5.6;fjerkræ
Lammekød, kølle, afpudset, rå;128;19.6;0;5.5;kød
Hvalkød, råt;111;22.3;0;2.4;kød
Kalvekød, magert, råt;121;18.6;0;5.2;kød
Blomkål, dansk, rå;24;2;1.9;0.4;fg
Krabbe, kogt;129;20.1;0.5;5.2;fisk
Kartoffel, kogt;85;1.7;18.6;0.1;fg
Rype, kød, rå;112;23.5;0.1;2;kød
Abrikosmarmelade;221;0.4;53.7;0.2;snack
Chokolade, fløde, med nødder;575;8.8;42.9;37.5;snack
Oksekød, tykstegsfilet uden kappe, rå;122;21.8;0;3.9;kød
Pinjekerne, tørret;678;16.5;9.8;61.9;korn
Kanin, kød, rå;118;20.4;0;4;kød
Peber, chili, rå;44;2;7.7;0.2;fg
Flûte, groft, industrifremstillet;259;8.9;47.9;2.6;bm
Cashewnød, tørristet;603;18.1;26.9;46.4;nød
Hvedebrød, bolle, italiensk type, industrifremstillet;256;9.7;48.4;1.9;bm
Oksekød, uspec., helt magert, råt;125;21.5;0;4.3;kød
Oksekød, klump uden kappe, rå;132;20.4;0;5.6;kød
Kaviar, uægte (lodderogn);185;9.1;5.7;14;fisk
Grønne bønner, dybfrost;40;2;5.1;0.3;fg
Morgenmadsprodukt, Guldkorn;386;7.2;78.1;1.3;snack
Porre, rå;35;2;3.7;0.2;fg
Tun i vand, konserves;107;23.9;0;1.2;fisk
Reje, dybvands-, kogt;110;24;0.7;1.1;fisk
Flødeskumskage, walesbolle/-kringle;324;4.1;24.9;22.9;snack
Roastbeef, pålæg;120;21.7;0.3;3.5;kød
Flødeskumskage, uspec.;312;2.7;28.1;20.6;snack
Oksekød, mørbrad, afpudset, rå;137;20;0;6.4;kød
Fårekød, kølle, rå;134;20.1;0;6;kød
Frugtpålæg, figen;316;2.5;32.2;4.5;snack
Koriander, blade, tørrede;318;21.9;41.5;4.8;krydderi
Hvedebrød, trekornsbrød;264;9.8;44;4.2;bm
Bondebrød med fedtrige frø, industrifremstillet;235;8.1;36.5;4.5;bm
Hvedebrød, bolle, fin, industrifremstillet;271;9.5;50.6;2.8;bm
Kartoffel, chips (franske kartofler);532;5.4;44.9;31.9;snack
Appelsinmarmelade;202;0.5;49;0.3;snack
Grisekød, bagskank uden svær, rå;143;18.9;0;7.5;kød
Ørred, dam-, sø-, rå;145;18.6;0;7.8;fisk
Spinat, hakket, dybfrost;26;2.1;2.2;0.5;fg
Fasan, kød, rå;122;22.2;0;3.6;fjerkræ
Yams, rå;111;1.5;23.8;0.2;fg
Kartoffel, ny (maj til september), rå;76;1.8;15.8;0.3;fg
Bøfsandwich med salat og dressing, fastfood;227;9.3;20;11.8;snack
Æg, and, rå;181;12.8;1.4;13.8;fjerkræ
Tunge, gris, rå;182;17;6;10;kød
Kiwimarmelade;225;0.4;54.7;0.2;snack
Tunge, gris, saltet;182;17;5.9;10;kød
Isvaffel med vaniljeis, uspec.;276;3.9;35;13.4;snack
Frugtpålæg, uspec.;320;2.7;56.1;5.6;snack
Due, vildt, kød, rå;142;18.5;0;7.5;fjerkræ
Franskbrød;271;9.6;47;3.9;bm
Solbærsaft, sød, koncentreret;199;0.5;48;0.5;drikke
Hvedebrød, valnøddebrød;280;9.8;46.5;5.1;bm
Peanuts, (jordnød, ristet og saltet);632;28.4;8.1;53.3;nød
Brisling, rå;136;10.3;0;10.5;fisk
Koriander, blade, friske;22;2.1;0.9;0.5;krydderi
Bambusskud, konserves, saltet;25;2.6;3.2;0.1;fg
Bambusskud, konserves, usaltet;25;2.6;3.2;0.1;fg
Oksekød, skank (osso buco), rå;140;21.4;0;6;kød
Oksekød, højrebsfilet, afpudset, rå;135;22.4;0;5;kød
Syre (krydderplante), rå;21;2;0.3;0.7;krydderi
Kvark, 45+;197;11;3.6;15.4;bm
Æg, gås, rå;180;13.9;1.4;13.3;fjerkræ
Sukker, brun farin;382;0;94;0;snack
Kaffe, instant, decaffeinated, pulver;352;13.7;73.9;0.2;drikke
Asparges, hvide, rå;26;2.4;2.5;0.3;fg
Oksekød, yderlår, råt;146;20.5;0;7.1;kød
Solbær, syltede;197;0.6;46.5;0.4;bær
Kylling, ben, kød og skind, rå;152;18.4;0;8.7;fjerkræ
Solbærmarmelade;199;0.5;47.1;0.4;snack
Kylling, lår, kød og skind, rå;155;18.7;0;8.9;fjerkræ
Flûte med fedtrige frø, industrifremstillet;270;9.4;48.5;3.3;bm
Grønkål, frossent;29;2.1;2.1;0.6;fg
Kørvel, hakket, dybfrost;24;2.2;1.4;0.6;krydderi
Oksekød, lårtunge, rå;145;21.5;0;6.5;kød
Melbanan, grønsagsbanan, plantain, rå;131;1.3;29.6;0.4;fg
Tyggegummi, med sukker, uspec.;358;0.2;88.2;0;snack
Hellefisk, gravad;178;12.3;0;14.3;fisk
Hellefisk, rå;178;12.3;0;14.3;fisk
Knækbrød, fladbrød;361;10;67.1;2.3;bm
Hvedebrød, sandwich/toastbrød med fedtrige frø, industrifremstillet;268;8.9;43.6;5.6;bm
Wienerpølse, konserves;201;10.6;1.4;17;kød
Grøntsagsjuice, pasteuriseret;53;2.1;0.5;0.4;drikke
Kongeål (pighaj), rå;161;19.1;0;8.9;fisk
Bolcher, blandede;390;0;69.4;0;snack
Tun, rå;117;26.8;0;1.1;fisk
Kalkunkød, hakket, 0-5% fedt, råt;131;22.1;0;4.8;fjerkræ
Likør, kaffe med fløde;332;2.8;20;15.7;drikke
Kylling, bryst, kød og skind, rå;149;21.5;0;6.9;fjerkræ
Nougat;550;8.7;55.9;32.3;snack
Oksekød, uspec., magert, råt;152;20.4;0;7.8;kød
Tunge, okse, rå;187;16.2;0.4;12.4;kød
Tunge, kalv, saltet;157;13.1;0.9;11.6;kød
Broccoli, kogt;35;2.4;3.9;0.4;fg
Marmelade, uspec.;203;0.5;48.5;0.5;snack
Kirsebærmarmelade;203;0.5;48.5;0.5;snack
Sild, paneret, stegt, i lage;272;12.8;23.5;14;fisk
Ispind, vanille med chokoladeovertræk;275;3;23;19;snack
Laks, atlantisk, vild, konserves;228;20.3;0;8.2;fisk
Tomatketchup, stærk;102;2;0.8;0;krydderi
Hestekød, råt;166;19;0.6;10;kød
Sardin, i tomat, konserves;152;16.4;3.6;8;fisk
Kyllingepølse, pålæg;194;12.8;1.9;15;fjerkræ
Champignon, konserves;22;2.5;0;0.5;fg
Hvedebrød, solsikkebrød;269;9.9;43.5;5.1;bm
Purløg, rå;26;2.4;1.5;0.6;fg
Hindbær, dybfrost, rå;53;1.4;6.5;1.3;bær
Kumquat, guldorange, dværgappelsin, rå;65;1.1;9.5;1.5;fg
Tunge, kalv, rå;160;12.6;0.9;12.2;kød
Ispind, limonade;88;0.5;16.9;2;snack
Yderlår, skinkeculotte, ca. 2 mm spæk, rå;162;19;0;9.6;kød
Krydderskinke, udbenet;203;12;4.6;15.2;kød
Pastinak, rå;63;2.1;10.2;0.5;fg
Kartoffel, efterår (oktober til januar), rå;86;2.2;18.1;0.2;fg
Maniok, kassava, rå;155;1.4;36.3;0.3;fg
Oksekød, inderlår med kappe, rå;162;21.1;0;8.6;kød
Remoulade, fedtreduceret, uspec.;228;0.8;3.1;23.5;krydderi
Oksekød, hakket, 10-15% fedt, rå;164;19.4;0;9.7;kød
Tyggegummi, uden sukker, uspec.;342;0.6;83.6;0;snack
Oksekød, mellemskært, råt;164;20.8;0;9;kød
Grisekød, hakket, 5-10% fedt, råt;174;18.4;0;11.2;kød
Kartoffel, gammel (februar - juni), rå;81;2.2;16.8;0.3;fg
Broccoli, dybfrost;27;2.8;1.8;0.3;fg
Klipfisk, rå;99;24.3;0;0.2;fisk
Grisekød, nakkefilet, helt afpudset (Nakkekotelet), rå;182;17.4;0;12.4;kød
Jordskok, rå;79;2.1;15.1;0.6;fg
Likør, kaffe;342;0.1;46.8;0.3;drikke
Gås, kød, rå;158;22.8;0;7.1;fjerkræ
Rundstykke, spansk;281;10.3;53.8;2;snack
Grønkål, konserves;30;2.2;1.6;0.9;fg
Spinat, konserves;22;2.7;0.7;0.5;fg
Kylling, kød og skind, rå;174;18;0;11.3;fjerkræ
Makrel i tomat, konserves;155;11.7;3.9;10.3;fisk
Champignon, rå;26;2.9;0;0.3;fg
Roulade, abrikos;327;4;61;7.3;snack
Oksekød, tykstegsfilet med kappe, rå;171;19.4;0;10.4;kød
Kiks, Marie;435;7.7;72.5;10.6;bm
Karse, frisk;27;2.8;0.2;0.5;krydderi
Bønnespirer, mung, rå;34;3;4.1;0.2;fg
Lakrids, sød;345;3.6;42.7;2;snack
Hindbærmarmelade;203;0.6;48.1;0.6;snack
Yderlår, skinkesteg, med svær, rå;182;18.5;0;12;kød
Persillerod, rå;55;2.3;8;0.6;fg
Vallepulver, tørret;359;12.7;74.7;1.1;korn
Bønnespirer, uspec., rå;37;3;5.1;0.3;fg
Minarine, 30 %, vegetabilsk fedt;319;0.5;0.4;30.2;bm
Oksekød, tykbov (marvpibebov), rå;182;19.9;0;11.4;kød
Torsk, rogn, røget;145;26.8;0.1;4.2;fisk
Medisterpølse, rå;219;12.2;4.7;17.4;kød
Musling, kogt;165;23.8;0;4.5;fisk
Kalvekød, middelfedt, råt;184;20;0;11.3;kød
Grisebov med svær, rå;189;18.2;0;12.9;kød
Smørbart blandingsprodukt, 80% fedt;731;0.4;0.5;80.8;bm
Grisekød, uspec., ca. 10 % fedt, råt;183;18.7;0;12;kød
Kylling, vinge, kød og skind, rå;187;19.2;0;12.2;fjerkræ
Hvedebrød med fedtrige frø, store, industrifremstillet;267;10.5;39.1;6.4;bm
Brisling (sardin), i tomat, konserves;206;15.1;0.5;16;fisk
Lammekød, bov, rå;231;18.5;0;17.4;kød
Fasan, kød og skind, rå;170;21.7;0;9.3;fjerkræ
Jordbærmarmelade;226;0.5;54.3;0.5;snack
Laks, atlantisk, vild, koldrøget;162;21.4;0;8.4;fisk
Pastiller, sukkerfri, uspec.;374;1;90.1;1.1;snack
Hellefisk, røget;202;14.3;0;16.1;fisk
Grisekam uden svær, ca. 3 mm spæk, rå;197;19.2;0;13.3;kød
Blomkål, importeret, rå;31;3.1;1.9;0.4;fg
Karameller, blandede;482;2.1;67.7;20.9;snack
Mayonnaise;730;1.1;0.1;80;krydderi
Leverpostej;238;11.3;4.7;19.2;kød
Æblegele;243;0.5;59;0.5;snack
Solbærgele;243;0.5;59;0.5;snack
Grovbolle;286;10.5;49.4;4;bm
Smør, usaltet;743;0.2;0.6;82.5;bm
Gåsefedt;898;0;0;99.8;fjerkræ
Lammekød, kølle, med fedt, rå;201;18.4;0;14.1;kød
Plantemargarine, 80%, stege/bage;726;0.1;0.9;80.2;bm
Oksekød, tykkam, rå;197;19.4;0;13.3;kød
Margarine, 80 %, bordbrug, blød, vegetabilsk fedt;727;0.8;0;79.8;bm
Skinke, røget, kogt;199;18.3;0;14;kød
Chokolade, mørk;549;5.7;59.6;31.8;snack
Tomatsuppe, spiseklar;72;1.6;12.7;1.5;fg
Sild, marineret, kryddersild;229;12.4;10.7;15.2;fisk
Sild, røget;216;20.5;0;14.9;fisk
Skinkeculotte (yderlår), ca. 5 mm spæk, råt;222;19.2;0;13.8;kød
Laks, atlantisk, vild, gravad;178;21.2;2.8;9.2;fisk
Margarine, 80 %, bordbrug, vegetabilsk fedt;731;0.8;0;80.6;bm
Ansjos, marineret, konserves;215;13.4;10;13;fisk
Brisling (ansjovis), marineret, konserves;215;13.4;0;13;fisk
Margarine, 80 %, stegning/bagning, animalsk og vegetabilsk fedt;737;0;0;81.9;bm
Høne, kød og skind, rå;214;17.1;0;15.9;fjerkræ
Margarine, 80 %, bordbrug, animalsk og vegetabilsk fedt;739;0;0;82.1;bm
Oksekød, spidsbryst, råt;213;17.6;0;15.6;kød
Poulard, kød og skind, rå;190;19;3.7;11;kød
Oksekød, tyndbov + mellembov, rå;205;19.2;0;14.2;kød
Skinkepølse, pålæg;222;15.1;2.7;16.8;kød
Margarine, gennemsnit;742;0;0.6;82.4;bm
Flødeskumskage, gåsebryst;342;3.1;41.5;18.1;snack
Dressing, italiensk;299;0.4;10.4;28.4;krydderi
Hvedebrød, bolle, grov, med fedtrige frø, industrifremstillet;280;9.9;45.3;5.5;bm
Skummetmælk, økologisk;35;3.4;4.8;0.3;bm
Skummetmælk;35;3.4;4.8;0.3;bm
Bambusskud, rå;41;3.6;6;0.1;fg
Smør, saltet;741;0.7;0.6;81.5;bm
Oksekød, uspec., middelfedt, råt;242;19.7;0;14.2;kød
Sild, marineret, i madeirasauce;232;14;8;16;fisk
Passionsfrugt, grenadil, rå;104;2.8;15.2;1.8;fg
Pølse, bierwurst;228;14.6;3.7;17.2;kød
Syltetøj, uspec.;267;0.6;65.7;0;snack
Grisebryst, slag, rullesteg, råt;217;17.9;0;16.1;kød
Roulade, hindbær;339;3.6;59.8;9.3;snack
Bayonneskinke, udbenet;193;20.8;0.4;12;kød
Sukkerært (mangetout), rå;48;3.8;6.4;0.3;fg
Roulade, uspec.;351;3.9;60;9.7;snack
Rundstykke;294;10.6;51.7;3.6;snack
Oksekød, culotte, rå;211;19.3;0;14.9;kød
Lakrids, uspec.;359;3.7;83.3;1.2;snack
Skummetmælk, 0.5 % fedt;37;3.4;4.8;0.5;bm
Oksekød, hakket, 15-20% fedt, rå;217;17.8;0;16.2;kød
Kærnemælk med citronsaft;50;3.2;7.5;0.5;bm
Oksekød, tyndsteg med mørbrad, rå;211;20.3;0;14.4;kød
Kalv og flæsk, hakket, 15-20% fedt, råt;218;17.6;0;16.4;kød
Flødeskumskage, medalje;370;3.6;38.8;22;snack
Rosenkål, dybfrost;46;3.3;4.8;0.5;fg
